Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FullTimeResult,HTHG,HTAG,HTR,Referee,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,HF,AF,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HR,AR,ResultCode,GoalDiff,TotalGoals,HomeForm,AwayForm,FormDiff
,Paris SG,Toulouse,2,1,H,1,1,D,,22,14,5,5,9,14,6,2,2,2,0,0,1,1,3,0.5,0.5,0.0
,Troyes,Lyon,1,3,A,0,1,A,,8,10,2,6,10,14,5,6,0,1,0,0,-1,-2,4,0.5,0.5,0.0
,Rennes,Lille,1,3,A,1,0,H,,10,15,6,6,16,9,2,1,1,2,0,0,-1,-2,4,0.5,0.5,0.0
,Clermont,Monaco,0,2,A,0,2,A,,8,14,3,5,9,21,2,4,1,2,0,0,-1,-2,2,0.5,0.5,0.0
,Ajaccio,Nantes,0,2,A,0,0,D,,8,7,2,3,16,16,2,2,2,1,1,0,-1,-2,2,0.5,0.5,0.0
,Auxerre,Reims,0,0,D,0,0,D,,12,8,3,4,13,10,4,5,2,0,0,0,0,0,0,0.5,0.5,0.0
,Lorient,Angers,0,0,D,0,0,D,,13,13,2,5,16,16,8,6,2,4,0,0,0,0,0,0.5,0.5,0.0
,Strasbourg,Montpellier,2,0,H,2,0,H,,6,11,2,0,11,16,4,7,3,1,1,0,1,2,2,0.5,0.5,0.0
,Brest,Lens,1,1,D,0,0,D,,16,20,3,7,15,9,11,5,4,2,0,0,0,0,2,0.5,0.5,0.0
,Marseille,Nice,1,3,A,0,2,A,,22,14,5,8,10,5,9,1,0,1,0,0,-1,-2,4,0.5,0.5,0.0
,Nice,Ajaccio,3,0,H,1,0,H,,11,6,3,3,9,7,5,5,1,0,0,0,1,3,3,0.5,0.5,0.0
,Monaco,Paris SG,3,1,H,3,1,H,,19,7,9,2,9,11,3,2,0,1,0,0,1,2,4,0.5,0.5,0.0
,Clermont,Marseille,0,2,A,0,1,A,,9,17,4,5,15,16,3,4,4,3,0,0,-1,-2,2,0.5,0.5,0.0
,Toulouse,Rennes,3,1,H,3,0,H,,13,13,7,4,12,17,2,7,1,1,0,0,1,2,4,0.5,0.5,0.0
,Angers,Auxerre,1,1,D,1,1,D,,10,15,5,4,10,9,6,4,2,0,0,0,0,0,2,0.5,0.5,0.0
,Lille,Strasbourg,2,0,H,2,0,H,,14,5,10,0,13,13,5,4,1,2,0,0,1,2,2,0.5,0.5,0.0
,Montpellier,Brest,3,0,H,2,0,H,,16,10,7,2,15,20,4,3,1,2,0,0,1,3,3,0.5,0.5,0.0
,Reims,Troyes,4,0,H,2,0,H,,20,7,10,2,13,14,5,2,1,2,0,0,1,4,4,0.5,0.5,0.0
,Nantes,Lorient,1,0,H,0,0,D,,13,9,6,5,12,11,7,3,0,0,0,0,1,1,1,0.5,0.5,0.0
,Lyon,Lens,2,1,H,1,1,D,,11,14,5,4,15,11,2,5,1,1,0,0,1,1,3,0.5,0.5,0.0
,Auxerre,Lyon,2,1,H,0,1,A,,8,6,3,4,17,12,6,4,4,2,0,0,1,1,3,0.5,0.5,0.0
,Nice,Reims,0,0,D,0,0,D,,16,10,1,2,9,13,9,0,1,1,0,0,0,0,0,0.5,0.5,0.0
,Strasbourg,Angers,2,1,H,2,0,H,,18,10,5,3,14,16,4,5,3,3,0,0,1,1,3,0.5,0.5,0.0
,Paris SG,Lille,4,3,H,2,1,H,,12,16,10,7,9,19,3,6,2,4,0,0,1,1,7,0.5,0.5,0.0
,Brest,Monaco,1,2,A,0,1,A,,13,10,3,3,7,10,5,5,1,2,0,0,-1,-1,3,0.5,0.5,0.0
,Lorient,Ajaccio,3,0,H,2,0,H,,10,12,6,3,11,14,2,2,0,2,0,0,1,3,3,0.5,0.5,0.0
,Rennes,Clermont,2,0,H,1,0,H,,18,7,6,3,9,10,2,7,0,2,0,0,1,2,2,0.5,0.5,0.0
,Troyes,Montpellier,0,1,A,0,0,D,,4,19,2,7,12,9,2,10,2,1,1,1,-1,-1,1,0.5,0.5,0.0
,Lens,Nantes,3,1,H,2,1,H,,19,6,6,3,9,15,2,5,0,0,0,0,1,2,4,0.5,0.5,0.0
,Toulouse,Marseille,2,3,A,1,0,H,,15,15,6,7,8,10,3,10,0,2,0,0,-1,-1,5,0.5,0.5,0.0
,Lille,Brest,2,1,H,0,1,A,,18,3,4,0,8,11,11,2,2,2,0,1,1,1,3,0.5,0.5,0.0
,Angers,Lyon,1,3,A,0,1,A,,11,7,2,5,16,6,2,2,0,0,0,0,-1,-2,4,0.5,0.5,0.0
,Montpellier,Lens,1,1,D,0,1,A,,8,19,3,6,12,13,4,6,0,3,0,0,0,0,2,0.5,0.5,0.0
,Lorient,Auxerre,0,1,A,0,0,D,,18,9,4,1,12,21,10,0,2,3,0,0,-1,-1,1,0.5,0.5,0.0
,Ajaccio,Troyes,2,1,H,0,1,A,,14,11,6,5,8,15,6,3,2,2,0,1,1,1,3,0.5,0.5,0.0
,Clermont,Strasbourg,1,1,D,0,1,A,,11,12,4,6,17,25,7,2,1,4,0,0,0,0,2,0.5,0.5,0.0
,Nantes,Rennes,0,1,A,0,1,A,,20,11,7,3,8,12,12,4,2,2,0,0,-1,-1,1,0.5,0.5,0.0
,Reims,Toulouse,3,0,H,2,0,H,,18,13,6,6,12,14,4,2,0,0,0,0,1,3,3,0.5,0.5,0.0
,Monaco,Nice,0,3,A,0,3,A,,15,12,4,7,8,12,5,3,0,1,0,0,-1,-3,3,0.5,0.5,0.0
,Marseille,Paris SG,0,3,A,0,2,A,,19,12,6,7,20,14,7,4,0,0,0,0,-1,-3,3,0.5,0.5,0.0
,Nice,Auxerre,1,1,D,1,1,D,,17,3,5,1,10,12,8,0,0,1,0,0,0,0,2,0.5,0.5,0.0
,Lens,Lille,1,1,D,1,0,H,,10,11,1,6,18,14,10,3,2,4,0,0,0,0,2,0.5,0.5,0.0
,Paris SG,Nantes,4,2,H,2,2,D,,17,8,11,5,7,8,4,6,0,2,0,0,1,2,6,0.5,0.5,0.0
,Troyes,Monaco,2,2,D,1,0,H,,13,17,6,4,8,8,3,4,0,1,0,0,0,0,4,0.5,0.5,0.0
,Montpellier,Angers,5,0,H,3,0,H,,15,10,8,4,10,18,6,5,1,4,0,1,1,5,5,0.5,0.5,0.0
,Reims,Ajaccio,1,0,H,0,0,D,,12,5,3,1,19,21,2,1,3,3,0,0,1,1,1,0.5,0.5,0.0
,Strasbourg,Brest,0,1,A,0,1,A,,17,8,4,1,14,17,9,2,2,1,0,0,-1,-1,1,0.5,0.5,0.0
,Toulouse,Clermont,0,1,A,0,0,D,,9,12,0,3,20,4,4,5,4,1,0,0,-1,-1,1,0.5,0.5,0.0
,Lyon,Lorient,0,0,D,0,0,D,,17,11,5,1,19,6,6,5,1,0,0,0,0,0,0,0.5,0.5,0.0
,Rennes,Marseille,0,1,A,0,0,D,,13,11,2,4,10,10,4,3,1,1,0,0,-1,-1,1,0.5,0.5,0.0
,Lille,Lyon,3,3,D,0,0,D,,8,6,6,5,20,19,4,0,5,4,0,0,0,0,6,0.5,0.5,0.0
,Auxerre,Rennes,0,0,D,0,0,D,,12,7,0,2,14,11,8,0,2,2,0,0,0,0,0,0.5,0.5,0.0
,Brest,Paris SG,1,2,A,1,1,D,,7,17,2,8,6,12,6,3,1,1,0,0,-1,-1,3,0.5,0.5,0.0
,Clermont,Lens,0,4,A,0,3,A,,9,13,6,6,13,13,6,4,1,2,0,0,-1,-4,4,0.5,0.5,0.0
,Ajaccio,Montpellier,0,1,A,0,0,D,,7,12,1,4,13,18,1,3,2,2,0,0,-1,-1,1,0.5,0.5,0.0
,Angers,Toulouse,0,2,A,0,1,A,,13,8,2,5,8,11,6,8,0,1,0,0,-1,-2,2,0.5,0.5,0.0
,Lorient,Troyes,2,0,H,1,0,H,,16,9,6,2,11,10,1,4,0,2,0,0,1,2,2,0.5,0.5,0.0
,Nantes,Nice,2,2,D,1,1,D,,10,16,3,8,9,11,1,10,1,1,0,0,0,0,4,0.5,0.5,0.0
,Monaco,Reims,0,1,A,0,0,D,,14,17,3,8,9,14,3,3,1,2,0,0,-1,-1,1,0.5,0.5,0.0
,Marseille,Strasbourg,2,2,D,0,0,D,,7,24,4,9,6,15,1,8,0,4,1,0,0,0,4,0.5,0.5,0.0
,Lyon,Nantes,1,1,D,1,1,D,,11,11,6,5,13,7,5,2,0,1,0,0,0,0,2,0.5,0.5,0.0
,Toulouse,Lille,0,2,A,0,0,D,,16,18,4,5,12,2,12,8,2,0,0,0,-1,-2,2,0.5,0.5,0.0
,Lens,Angers,3,0,H,2,0,H,,12,3,6,1,7,15,4,4,0,0,0,0,1,3,3,0.5,0.5,0.0
,Ajaccio,Monaco,0,2,A,0,1,A,,10,8,1,4,20,13,1,4,2,1,1,0,-1,-2,2,0.5,0.5,0.0
,Montpellier,Clermont,2,1,H,0,1,A,,23,16,9,8,15,15,11,4,3,1,1,0,1,1,3,0.5,0.5,0.0
,Nice,Lorient,1,1,D,0,1,A,,16,9,1,3,13,10,10,2,0,2,0,1,0,0,2,0.5,0.5,0.0
,Strasbourg,Auxerre,2,0,H,1,0,H,,13,8,6,1,14,11,5,4,2,1,0,0,1,2,2,0.5,0.5,0.0
,Troyes,Brest,2,2,D,2,1,H,,15,9,5,2,12,10,7,4,1,1,0,0,0,0,4,0.5,0.5,0.0
,Paris SG,Rennes,0,2,A,0,1,A,,17,10,8,3,11,12,6,3,1,1,0,0,-1,-2,2,0.5,0.5,0.0
,Reims,Marseille,1,2,A,1,2,A,,19,12,6,5,13,11,6,5,2,3,0,0,-1,-1,3,0.5,0.5,0.0
,Marseille,Montpellier,1,1,D,1,1,D,,13,9,2,3,15,9,1,3,2,2,0,0,0,0,2,0.5,0.5,0.0
,Auxerre,Troyes,1,0,H,0,0,D,,13,14,5,2,7,15,4,5,0,0,0,0,1,1,1,0.5,0.5,0.0
,Rennes,Lens,0,1,A,0,1,A,,10,12,3,4,13,11,5,5,2,2,0,0,-1,-1,1,0.5,0.5,0.0
,Lille,Lorient,3,1,H,1,0,H,,20,2,7,1,14,9,5,1,3,3,0,1,1,2,4,0.5,0.5,0.0
,Angers,Nice,1,1,D,1,1,D,,13,12,6,3,8,11,5,2,1,1,0,0,0,0,2,0.5,0.5,0.0
,Brest,Toulouse,3,1,H,1,1,D,,17,8,7,3,16,12,4,2,2,5,0,1,1,2,4,0.5,0.5,0.0
,Clermont,Ajaccio,2,1,H,0,1,A,,14,3,6,2,15,22,5,1,2,5,0,1,1,1,3,0.5,0.5,0.0
,Nantes,Reims,0,3,A,0,2,A,,12,14,6,9,10,13,3,4,1,2,0,0,-1,-3,3,0.5,0.5,0.0
,Monaco,Strasbourg,4,3,H,1,2,A,,9,13,7,6,15,17,3,3,3,1,1,0,1,1,7,0.5,0.5,0.0
,Paris SG,Lyon,0,1,A,0,0,D,,16,10,5,3,10,16,7,1,3,3,0,0,-1,-1,1,0.5,0.5,0.0
,Lens,Strasbourg,2,1,H,1,0,H,,13,13,9,3,19,19,5,1,1,5,0,1,1,1,3,0.5,0.5,0.0
,Angers,Lille,1,0,H,0,0,D,,7,15,5,5,18,18,3,6,2,3,0,0,1,1,1,0.5,0.5,0.0
,Nice,Paris SG,0,2,A,0,1,A,,21,13,7,4,8,2,10,5,1,0,0,0,-1,-2,2,0.5,0.5,0.0
,Lyon,Rennes,3,1,H,0,1,A,,11,11,3,3,14,17,7,2,2,2,0,0,1,2,4,0.5,0.5,0.0
,Ajaccio,Auxerre,0,3,A,0,3,A,,9,11,2,4,13,15,7,5,1,3,0,0,-1,-3,3,0.5,0.5,0.0
,Montpellier,Toulouse,1,2,A,0,1,A,,16,15,8,8,16,19,4,3,0,2,0,0,-1,-1,3,0.5,0.5,0.0
,Reims,Brest,1,1,D,0,1,A,,22,12,7,5,9,13,6,3,0,1,0,0,0,0,2,0.5,0.5,0.0
,Troyes,Clermont,0,2,A,0,2,A,,9,12,3,4,18,9,3,2,3,2,0,0,-1,-2,2,0.5,0.5,0.0
,Nantes,Monaco,2,2,D,0,2,A,,9,16,2,10,13,11,6,8,3,1,0,0,0,0,4,0.5,0.5,0.0
,Lorient,Marseille,0,0,D,0,0,D,,9,13,5,2,10,18,3,6,0,2,0,0,0,0,0,0.5,0.5,0.0
,Toulouse,Lyon,1,2,A,1,1,D,,13,14,6,3,14,10,8,5,1,4,0,0,-1,-1,3,0.5,0.5,0.0
,Rennes,Reims,3,0,H,2,0,H,,23,5,8,1,12,14,6,4,1,2,0,0,1,3,3,0.5,0.5,0.0
,Paris SG,Lens,3,1,H,3,0,H,,15,14,7,7,12,8,3,10,0,0,0,1,1,2,4,0.5,0.5,0.0
,Lille,Montpellier,2,1,H,0,1,A,,17,4,7,1,15,19,8,4,1,3,0,0,1,1,3,0.5,0.5,0.0
,Auxerre,Nantes,2,1,H,2,0,H,,13,17,7,7,14,8,3,6,2,2,0,0,1,1,3,0.5,0.5,0.0
,Brest,Nice,1,0,H,1,0,H,,14,12,3,6,15,14,3,5,1,3,0,0,1,1,1,0.5,0.5,0.0
,Clermont,Angers,2,1,H,2,1,H,,12,7,5,4,12,15,6,6,1,3,2,0,1,1,3,0.5,0.5,0.0
,Strasbourg,Ajaccio,3,1,H,1,0,H,,12,8,6,1,14,19,5,0,2,5,0,0,1,2,4,0.5,0.5,0.0
,Monaco,Lorient,3,1,H,2,0,H,,11,7,7,4,18,10,5,3,0,1,0,0,1,2,4,0.5,0.5,0.0
,Marseille,Troyes,3,1,H,2,0,H,,28,4,6,2,13,8,8,1,0,2,0,0,1,2,4,0.5,0.5,0.0
,Angers,Paris SG,1,2,A,0,2,A,,16,10,4,4,6,8,5,8,0,0,0,0,-1,-1,3,0.5,0.5,0.0
,Auxerre,Lille,1,1,D,0,1,A,,8,14,4,6,12,12,4,4,0,1,0,0,0,0,2,0.5,0.5,0.0
,Lens,Monaco,3,0,H,2,0,H,,21,11,8,4,8,14,2,4,0,2,0,0,1,3,3,0.5,0.5,0.0
,Reims,Strasbourg,0,2,A,0,2,A,,15,9,5,3,11,12,6,4,2,1,0,0,-1,-2,2,0.5,0.5,0.0
,Ajaccio,Brest,0,0,D,0,0,D,,3,10,2,2,11,20,4,4,2,2,1,0,0,0,0,0.5,0.5,0.0
,Lorient,Toulouse,0,1,A,0,0,D,,9,13,1,4,13,12,2,7,3,2,0,0,-1,-1,1,0.5,0.5,0.0
,Nantes,Troyes,2,2,D,1,0,H,,19,9,9,4,12,10,13,4,1,0,0,0,0,0,4,0.5,0.5,0.0
,Nice,Clermont,1,2,A,1,1,D,,15,9,5,3,19,9,6,2,1,2,0,0,-1,-1,3,0.5,0.5,0.0
,Montpellier,Rennes,1,0,H,0,0,D,,11,16,2,4,11,13,4,4,3,2,1,0,1,1,1,0.5,0.5,0.0
,Lyon,Marseille,1,2,A,0,1,A,,7,14,2,7,11,18,5,3,2,1,0,0,-1,-1,3,0.5,0.5,0.0
,Strasbourg,Lyon,1,2,A,1,2,A,,11,7,3,4,13,24,5,4,2,4,0,1,-1,-1,3,0.5,0.5,0.0
,Lille,Ajaccio,3,0,H,3,0,H,,10,2,5,0,10,13,9,0,1,2,0,0,1,3,3,0.5,0.5,0.0
,Monaco,Montpellier,0,4,A,0,1,A,,7,19,4,9,11,12,3,11,2,1,0,0,-1,-4,4,0.5,0.5,0.0
,Clermont,Reims,1,0,H,1,0,H,,6,13,2,2,8,12,5,6,0,2,1,0,1,1,1,0.5,0.5,0.0
,Rennes,Angers,4,2,H,2,2,D,,13,4,4,2,14,11,7,5,1,2,0,0,1,2,6,0.5,0.5,0.0
,Troyes,Nice,0,1,A,0,1,A,,9,29,6,13,7,10,3,14,0,2,0,0,-1,-1,1,0.5,0.5,0.0
,Paris SG,Lorient,1,3,A,1,2,A,,13,14,4,7,15,17,2,3,4,3,1,0,-1,-2,4,0.5,0.5,0.0
,Marseille,Auxerre,2,1,H,0,1,A,,26,11,4,3,7,6,12,1,1,0,0,0,1,1,3,0.5,0.5,0.0
,Toulouse,Lens,0,1,A,0,1,A,,9,11,2,3,5,7,5,0,1,2,0,0,-1,-1,1,0.5,0.5,0.0
,Brest,Nantes,2,0,H,2,0,H,,8,13,4,5,7,15,2,4,0,1,0,0,1,2,2,0.5,0.5,0.0
,Nice,Rennes,2,1,H,0,0,D,,11,14,4,4,11,11,4,7,0,1,0,0,1,1,3,0.5,0.5,0.0
,Reims,Lille,1,0,H,1,0,H,,14,11,4,5,17,10,4,7,2,3,0,0,1,1,1,0.5,0.5,0.0
,Lens,Marseille,2,1,H,1,0,H,,9,14,3,3,12,16,7,7,5,2,0,0,1,1,3,0.5,0.5,0.0
,Angers,Monaco,1,2,A,0,1,A,,10,14,3,6,13,17,4,3,3,2,0,0,-1,-1,3,0.5,0.5,0.0
,Ajaccio,Toulouse,0,0,D,0,0,D,,4,15,2,5,10,8,4,7,3,0,0,0,0,0,0,0.5,0.5,0.0
,Auxerre,Clermont,1,1,D,1,0,H,,11,9,4,4,19,13,2,2,1,0,0,0,0,0,2,0.5,0.5,0.0
,Lorient,Brest,2,1,H,1,0,H,,6,15,3,2,13,22,4,6,3,2,1,0,1,1,3,0.5,0.5,0.0
,Nantes,Strasbourg,0,2,A,0,1,A,,13,8,5,6,22,15,11,1,3,1,0,0,-1,-2,2,0.5,0.5,0.0
,Lyon,Montpellier,5,4,H,1,2,A,,16,12,8,6,12,14,3,5,0,3,0,0,1,1,9,0.5,0.5,0.0
,Troyes,Paris SG,1,3,A,0,1,A,,7,31,3,12,5,5,6,6,1,0,0,0,-1,-2,4,0.5,0.5,0.0
,Lens,Reims,2,1,H,1,1,D,,8,17,6,3,6,19,0,14,1,3,1,0,1,1,3,0.5,0.5,0.0
,Strasbourg,Nice,2,0,H,1,0,H,,12,9,3,4,14,8,2,3,1,1,0,0,1,2,2,0.5,0.5,0.0
,Paris SG,Ajaccio,5,0,H,2,0,H,,16,7,9,2,7,6,8,3,1,1,1,1,1,5,5,0.5,0.5,0.0
,Clermont,Lyon,2,1,H,1,1,D,,9,15,6,4,17,10,5,2,3,3,0,0,1,1,3,0.5,0.5,0.0
,Brest,Auxerre,1,0,H,0,0,D,,15,10,10,2,8,8,6,0,0,0,0,0,1,1,1,0.5,0.5,0.0
,Montpellier,Lorient,1,1,D,0,0,D,,15,11,4,3,20,15,11,5,2,3,0,0,0,0,2,0.5,0.5,0.0
,Rennes,Troyes,4,0,H,1,0,H,,26,4,9,0,4,9,9,1,0,1,0,0,1,4,4,0.5,0.5,0.0
,Toulouse,Nantes,0,0,D,0,0,D,,14,8,6,1,6,13,10,5,1,1,0,0,0,0,0,0.5,0.5,0.0
,Monaco,Lille,0,0,D,0,0,D,,8,10,1,4,19,13,3,4,0,2,0,0,0,0,0,0.5,0.5,0.0
,Marseille,Angers,3,1,H,1,1,D,,14,4,6,1,17,9,7,0,1,2,0,0,1,2,4,0.5,0.5,0.0
,Lyon,Monaco,3,1,H,1,1,D,,22,16,11,9,8,14,2,8,0,3,0,0,1,2,4,0.5,0.5,0.0
,Nantes,Montpellier,0,3,A,0,1,A,,13,13,3,6,14,8,10,6,4,0,0,0,-1,-3,3,0.5,0.5,0.0
,Lille,Marseille,2,1,H,0,1,A,,12,8,3,3,14,20,3,4,3,2,0,0,1,1,3,0.5,0.5,0.0
,Ajaccio,Rennes,0,5,A,0,4,A,,2,13,0,7,8,14,2,5,1,2,1,0,-1,-5,5,0.5,0.5,0.0
,Brest,Clermont,2,1,H,1,1,D,,10,8,3,2,16,11,7,1,3,4,0,0,1,1,3,0.5,0.5,0.0
,Nice,Toulouse,0,0,D,0,0,D,,21,7,7,4,6,15,6,3,2,2,0,0,0,0,0,0.5,0.5,0.0
,Reims,Angers,2,2,D,1,0,H,,11,7,5,3,14,11,7,3,0,2,0,0,0,0,4,0.5,0.5,0.0
,Troyes,Strasbourg,1,1,D,0,1,A,,8,16,3,5,9,17,4,6,1,1,1,1,0,0,2,0.5,0.5,0.0
,Lorient,Lens,1,3,A,1,2,A,,13,15,5,7,14,13,3,5,2,2,0,0,-1,-2,4,0.5,0.5,0.0
,Auxerre,Paris SG,1,2,A,0,2,A,,14,15,7,4,11,6,4,6,1,0,0,0,-1,-1,3,0.5,0.5,0.0
,Angers,Troyes,2,1,H,1,1,D,,18,5,5,3,12,7,14,3,1,1,0,0,1,1,3,0.5,0.5,0.0
,Clermont,Lorient,2,0,H,1,0,H,,18,6,7,1,13,12,9,1,0,0,0,0,1,2,2,0.5,0.5,0.0
,Lens,Ajaccio,3,0,H,3,0,H,,12,6,3,0,12,12,9,2,1,2,0,0,1,3,3,0.5,0.5,0.0
,Lille,Nantes,2,1,H,0,1,A,,9,8,2,3,7,12,5,3,2,4,0,0,1,1,3,0.5,0.5,0.0
,Lyon,Reims,3,0,H,2,0,H,,23,10,7,1,11,15,7,4,1,1,0,1,1,3,3,0.5,0.5,0.0
,Marseille,Brest,1,2,A,0,0,D,,10,15,4,5,14,16,3,5,2,2,0,0,-1,-1,3,0.5,0.5,0.0
,Montpellier,Nice,2,3,A,2,0,H,,14,23,8,15,12,16,2,10,0,3,0,0,-1,-1,5,0.5,0.5,0.0
,Rennes,Monaco,2,0,H,0,0,D,,12,11,6,3,11,7,7,3,0,3,0,0,1,2,2,0.5,0.5,0.0
,Strasbourg,Paris SG,1,1,D,0,0,D,,17,7,5,2,9,8,4,2,1,2,0,0,0,0,2,0.5,0.5,0.0
,Toulouse,Auxerre,1,1,D,1,1,D,,10,16,3,2,18,14,6,3,1,3,0,0,0,0,2,0.5,0.5,0.0
,Ajaccio,Marseille,1,0,H,0,0,D,,3,17,1,5,19,15,2,3,1,1,0,0,1,1,1,0.5,0.5,0.0
,Auxerre,Lens,1,3,A,0,1,A,,17,15,5,7,10,16,5,5,1,3,0,0,-1,-2,4,0.5,0.5,0.0
,Brest,Rennes,1,2,A,1,2,A,,14,12,5,3,10,14,3,3,2,4,0,0,-1,-1,3,0.5,0.5,0.0
,Lorient,Strasbourg,2,1,H,2,0,H,,5,15,3,7,9,15,4,4,1,1,0,0,1,1,3,0.5,0.5,0.0
,Monaco,Toulouse,1,2,A,0,0,D,,19,22,7,8,10,11,4,7,1,2,0,0,-1,-1,3,0.5,0.5,0.0
,Nantes,Angers,1,0,H,1,0,H,,11,5,7,1,12,13,8,1,1,0,0,0,1,1,1,0.5,0.5,0.0
,Nice,Lyon,3,1,H,3,1,H,,16,16,6,7,8,12,3,2,0,1,0,0,1,2,4,0.5,0.5,0.0
,Paris SG,Clermont,2,3,A,2,2,D,,16,12,6,5,17,11,6,2,2,1,0,0,-1,-1,5,0.5,0.5,0.0
,Reims,Montpellier,1,3,A,1,0,H,,11,16,5,8,16,9,4,7,1,2,0,0,-1,-2,4,0.5,0.5,0.0
,Troyes,Lille,1,1,D,0,0,D,,8,18,3,7,9,15,2,8,0,4,0,0,0,0,2,0.5,0.5,0.0
